Actual,Predicted
5.0,4.942783505154639
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.646381627654089
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
1.0,2.06029231150708
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
2.0,1.620004949117328
0.0,0.0
2.0,2.671398040814185
0.0,0.0
4.0,3.942895355745721
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
2.0,2.364355800099791
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
3.0,2.7619001802500174
0.0,0.0
1.0,2.7619001802500174
0.0,0.0
0.0,0.0
2.0,1.6096683418684592
0.0,0.0
0.0,0.0
0.0,0.0
6.0,3.4493227769729953
0.0,0.0
0.0,0.0
3.0,2.0803522472497447
0.0,0.0
0.0,0.0
2.0,1.6311977484491718
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.4294980832893605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1724931507639034
0.0,0.0
0.0,0.0
0.0,0.0
3.0,3.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6798119970334442
0.0,0.0
1.0,2.0623405200509923
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.177726403689098
0.0,0.0
0.0,0.0
4.0,2.64123702934954
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
2.0,1.587719268798205
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6779258688215812
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
3.0,2.364355800099791
0.0,0.0
0.0,0.0
3.0,2.364355800099791
0.0,0.0
2.0,3.2466111490039564
0.0,0.0
3.0,2.995493370111605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
3.0,2.7619001802500174
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.6311977484491718
0.0,0.0
1.0,1.6311977484491718
0.0,0.0
2.0,2.0803522472497447
0.0,0.0
1.0,2.0803522472497447
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1016119233570048
0.0,0.0
3.0,3.604849189849411
0.0,0.0
2.0,2.97786052957184
0.0,0.0
0.0,0.0
3.0,2.1724931507639034
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6203298112345095
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6557207809126748
0.0,0.0
0.0,0.0
2.0,1.6557207809126748
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
4.0,3.4522649025511902
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.587719268798205
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.6798119970334442
0.0,0.0
2.0,2.0623405200509923
0.0,0.0
1.0,2.0623405200509923
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.06029231150708
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
1.0,2.06029231150708
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.177726403689098
0.0,0.0
1.0,2.64123702934954
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7047529173926386
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.7532244820898213
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
6.0,4.183484325572947
0.0,0.0
3.0,5.072549190188895
0.0,0.0
0.0,0.0
4.0,2.7532244820898213
0.0,0.0
0.0,0.0
3.0,2.164044710493169
0.0,0.0
0.0,0.0
6.0,3.552822093775908
0.0,0.0
4.0,4.735530389545096
0.0,0.0
4.0,4.795195867963057
0.0,0.0
2.0,3.552822093775908
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
3.0,2.7022531003815193
0.0,0.0
1.0,2.7022531003815193
0.0,0.0
0.0,0.0
2.0,1.7308608065506945
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.184870696335616
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
2.0,2.64123702934954
0.0,0.0
3.0,2.8155748442167847
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.0,6.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
2.0,2.079879535119587
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6798119970334442
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6798119970334442
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1211483414255032
0.0,0.0
0.0,0.0
3.0,2.079879535119587
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,2.1985819784781704
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
4.0,3.2190562934666156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
9.0,6.423006687756685
0.0,0.0
0.0,0.0
2.0,1.6557207809126748
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.079879535119587
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
5.0,3.6876326187317336
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1985819784781704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.0,2.8155748442167847
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
7.0,4.288921239914595
0.0,0.0
3.0,3.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
4.0,3.1525365223243473
0.0,0.0
1.0,3.7809024909003672
0.0,0.0
1.0,1.7540730363135395
0.0,0.0
2.0,2.266789221325992
0.0,0.0
2.0,2.4998231415349794
0.0,0.0
1.0,2.4139696406878675
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.955743324014087
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.079879535119587
0.0,0.0
4.0,3.6876326187317336
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6557207809126748
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.0,6.12
0.0,0.0
1.0,4.734184371184371
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
3.0,2.4139696406878675
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
3.0,3.235837806865872
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
2.0,2.423354526301582
0.0,0.0
1.0,2.423354526301582
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.266789221325992
0.0,0.0
6.0,6.20939826839827
0.0,0.0
5.0,5.2432936507936505
0.0,0.0
4.0,6.0806915584415595
12.0,8.1825
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6798119970334442
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.6557207809126748
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1084547386427412
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.019213825791274
0.0,0.0
0.0,0.0
4.0,2.686062771533947
0.0,0.0
1.0,2.8016369424130114
0.0,0.0
3.0,3.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.079879535119587
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.7392400174525509
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,2.0
0.0,0.0
2.0,3.4746371275783035
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,3.0
0.0,0.0
0.0,0.0
2.0,1.7789220841657596
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.0,4.27368075886401
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6311977484491718
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.5558889714548356
0.0,0.0
1.0,3.1585268567559104
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
2.0,2.5138002595569255
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.1985819784781704
0.0,0.0
1.0,2.5138002595569255
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.646381627654089
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
3.0,2.079879535119587
0.0,0.0
1.0,2.589341225088566
0.0,0.0
0.0,0.0
3.0,3.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.019213825791274
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.0,4.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7087434433852045
0.0,0.0
4.0,3.793127723646902
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
2.0,2.177726403689098
0.0,0.0
1.0,2.177726403689098
0.0,0.0
1.0,1.6557207809126748
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.0,3.0580164106828276
0.0,0.0
2.0,4.032348624477145
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
3.0,2.9415165545641577
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.587719268798205
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.6723280493708876
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,2.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
1.0,2.079879535119587
0.0,0.0
1.0,1.587719268798205
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.7127523100288369
0.0,0.0
2.0,2.6487748934858324
0.0,0.0
1.0,2.1766894592302943
0.0,0.0
1.0,1.6779258688215812
0.0,0.0
0.0,0.0
2.0,1.6779258688215812
0.0,0.0
2.0,2.4271527084741518
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.620004949117328
0.0,0.0
1.0,2.364355800099791
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6096683418684592
0.0,0.0
2.0,2.703987249196215
0.0,0.0
2.0,2.703987249196215
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.4294980832893605
0.0,0.0
3.0,3.4694922046686423
0.0,0.0
2.0,3.1585268567559104
0.0,0.0
3.0,3.1585268567559104
0.0,0.0
2.0,3.1585268567559104
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.5847592575409748
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,2.364355800099791
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.0,2.7619001802500174
0.0,0.0
1.0,2.995493370111605
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.6203298112345095
0.0,0.0
1.0,1.6203298112345095
0.0,0.0
2.0,2.1724931507639034
0.0,0.0
5.0,3.528833472232412
0.0,0.0
0.0,0.0
4.0,4.0
0.0,0.0
2.0,4.137955213259391
0.0,0.0
1.0,2.1503563557252017
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
2.0,1.6249741703881428
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,1.6723280493708876
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
